subgroup,modeldate,startdate,enddate,pollster,samplesize,approve,disapprove
All polls,01/01/2020,03/12/2019,3/13/2019,YouGov,1000,42,51
All polls,01/01/2020,03/12/2019,3/14/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,03/10/2019,3/16/2019,Ipsos,2214,40.4,55.3
All polls,01/01/2020,03/12/2019,3/15/2019,Morning Consult,2201,42,53
All polls,01/01/2020,03/11/2019,3/17/2019,Ipsos,2196,40.9,54.1
All polls,01/01/2020,3/13/2019,3/14/2019,Public Policy Polling,661,42,54
All polls,01/01/2020,03/12/2019,3/15/2019,HarrisX,3001,46,54
All polls,01/01/2020,3/13/2019,3/15/2019,YouGov,1000,38,55
All polls,01/01/2020,3/13/2019,3/17/2019,Morning Consult,4400,41,53
All polls,01/01/2020,03/12/2019,3/18/2019,Ipsos,2261,40.7,55
All polls,01/01/2020,3/14/2019,3/15/2019,YouGov,1000,43,49
All polls,01/01/2020,3/13/2019,3/16/2019,HarrisX,3000,46,54
All polls,01/01/2020,3/13/2019,3/17/2019,Suffolk University,1000,47.8,48.7
All polls,01/01/2020,3/13/2019,3/17/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,3/15/2019,3/17/2019,Morning Consult,1991,41,54
All polls,01/01/2020,3/13/2019,3/19/2019,Ipsos,2222,38.2,57.1
All polls,01/01/2020,3/14/2019,3/17/2019,HarrisX,3000,45,55
All polls,01/01/2020,3/14/2019,3/18/2019,AP-NORC,1063,40,58
All polls,01/01/2020,3/13/2019,3/18/2019,Kaiser Family Foundation,1211,40,57
All polls,01/01/2020,3/14/2019,3/18/2019,Morning Consult,2201,41,54
All polls,01/01/2020,3/15/2019,3/17/2019,Morning Consult,2201,40,53
All polls,01/01/2020,3/14/2019,3/18/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,3/14/2019,3/17/2019,CNN/SSRS,1003,42,51
All polls,01/01/2020,3/15/2019,3/16/2019,YouGov,1000,39,53
All polls,01/01/2020,3/15/2019,3/18/2019,HarrisX,3002,45,55
All polls,01/01/2020,03/12/2019,3/21/2019,PSB Research,1000,42,58
All polls,01/01/2020,3/14/2019,3/20/2019,Ipsos,2457,39,56.2
All polls,01/01/2020,3/16/2019,3/17/2019,YouGov,1000,41,51
All polls,01/01/2020,3/16/2019,3/19/2019,HarrisX,3004,45,55
All polls,01/01/2020,3/17/2019,3/18/2019,Emerson College,1153,43.2,50.1
All polls,01/01/2020,3/17/2019,3/19/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,3/17/2019,3/18/2019,YouGov,1000,41,53
All polls,01/01/2020,3/15/2019,3/21/2019,Ipsos,3045,39.1,55.8
All polls,01/01/2020,3/17/2019,3/19/2019,YouGov,1500,39,53
All polls,01/01/2020,3/16/2019,3/22/2019,Ipsos,3244,40.1,54.7
All polls,01/01/2020,3/17/2019,3/20/2019,HarrisX,3005,44,56
All polls,01/01/2020,3/17/2019,3/20/2019,American Research Group,1100,41,55
All polls,01/01/2020,3/18/2019,3/19/2019,HarrisX,1003,45,55
All polls,01/01/2020,3/18/2019,3/20/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,3/15/2019,3/22/2019,HarrisX,7007,45,55
All polls,01/01/2020,3/19/2019,3/19/2019,YouGov,1000,42,53
All polls,01/01/2020,3/17/2019,3/20/2019,Fox News,1002,46,51
All polls,01/01/2020,3/17/2019,3/23/2019,Ipsos,3592,40.3,54.4
All polls,01/01/2020,3/19/2019,3/21/2019,Rasmussen Reports/Pulse Opinion Research,1500,45,53
All polls,01/01/2020,3/19/2019,3/20/2019,YouGov,1000,43,50
All polls,01/01/2020,3/18/2019,3/21/2019,HarrisX,3005,44,56
All polls,01/01/2020,3/18/2019,3/21/2019,CNBC/Hart Research/Public Opinion Strategies,800,40,49
All polls,01/01/2020,3/18/2019,3/24/2019,Ipsos,3852,41.1,53.9
All polls,01/01/2020,3/19/2019,3/22/2019,HarrisX,3002,43,57
All polls,01/01/2020,3/20/2019,3/21/2019,YouGov,1000,42,50
All polls,01/01/2020,3/19/2019,3/25/2019,Ipsos,4242,41.6,52.9
All polls,01/01/2020,3/21/2019,3/22/2019,YouGov,1000,39,53
All polls,01/01/2020,3/20/2019,3/23/2019,HarrisX,3000,45,55
All polls,01/01/2020,3/20/2019,3/24/2019,Rasmussen Reports/Pulse Opinion Research,1500,45,54
All polls,01/01/2020,3/20/2019,3/24/2019,McLaughlin & Associates,1000,49.2,49.6
All polls,01/01/2020,3/20/2019,3/26/2019,Ipsos,4601,42.3,52.2
All polls,01/01/2020,3/21/2019,3/24/2019,Morning Consult,2201,40,53
All polls,01/01/2020,3/21/2019,3/24/2019,HarrisX,3000,45,55
All polls,01/01/2020,3/22/2019,3/24/2019,Morning Consult,1994,41,55
All polls,01/01/2020,3/21/2019,3/25/2019,Quinnipiac University,1358,39,55
All polls,01/01/2020,3/22/2019,3/24/2019,YouGov,1000,41,53
All polls,01/01/2020,3/21/2019,3/25/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,3/20/2019,3/25/2019,Pew Research Center,1503,40,55
All polls,01/01/2020,3/23/2019,3/24/2019,YouGov,1000,41,51
All polls,01/01/2020,3/22/2019,3/25/2019,HarrisX,3002,46,54
All polls,01/01/2020,3/21/2019,3/27/2019,Ipsos,4632,42.4,52.2
All polls,01/01/2020,3/23/2019,3/26/2019,HarrisX,3001,45,55
All polls,01/01/2020,3/24/2019,3/26/2019,YouGov,1500,43,49
All polls,01/01/2020,3/24/2019,3/25/2019,YouGov,1000,40,52
All polls,01/01/2020,3/22/2019,3/28/2019,Ipsos,4146,42.7,52.2
All polls,01/01/2020,3/24/2019,3/26/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,3/23/2019,3/27/2019,NBC News/Wall Street Journal,1000,43,53
All polls,01/01/2020,3/22/2019,3/29/2019,HarrisX,7010,46,54
All polls,01/01/2020,3/25/2019,3/26/2019,Harris Poll,1437,45,55
All polls,01/01/2020,3/24/2019,3/27/2019,HarrisX,3005,45,55
All polls,01/01/2020,3/23/2019,3/29/2019,Ipsos,4372,42.4,52.3
All polls,01/01/2020,3/25/2019,3/26/2019,Ipsos,1003,43,54
All polls,01/01/2020,3/25/2019,3/27/2019,Marist College,938,42,51
All polls,01/01/2020,3/25/2019,3/27/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,49
All polls,01/01/2020,3/25/2019,3/27/2019,YouGov,1000,41,51
All polls,01/01/2020,3/25/2019,3/26/2019,Morning Consult,2200,40,54
All polls,01/01/2020,3/26/2019,3/27/2019,YouGov,1000,39,54
All polls,01/01/2020,3/26/2019,3/28/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,3/25/2019,3/28/2019,HarrisX,3006,45,55
All polls,01/01/2020,3/24/2019,3/30/2019,Ipsos,4224,42.4,52
All polls,01/01/2020,3/25/2019,3/31/2019,Ipsos,4278,41.9,52.6
All polls,01/01/2020,3/26/2019,3/29/2019,HarrisX,3008,45,55
All polls,01/01/2020,3/27/2019,3/28/2019,YouGov,1000,39,52
All polls,01/01/2020,3/27/2019,3/28/2019,Public Policy Polling,846,42,52
All polls,01/01/2020,3/26/2019,04/01/2019,Ipsos,3962,42,53.1
All polls,01/01/2020,3/27/2019,3/30/2019,HarrisX,3000,45,55
All polls,01/01/2020,3/28/2019,3/29/2019,YouGov,1000,39,53
All polls,01/01/2020,3/27/2019,3/31/2019,Rasmussen Reports/Pulse Opinion Research,1500,51,49
All polls,01/01/2020,3/27/2019,04/02/2019,Ipsos,3311,42.5,52.6
All polls,01/01/2020,3/28/2019,3/31/2019,HarrisX,3000,45,55
All polls,01/01/2020,3/29/2019,3/30/2019,YouGov,1000,43,51
All polls,01/01/2020,3/28/2019,04/01/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,3/29/2019,04/01/2019,Morning Consult,1945,42,53
All polls,01/01/2020,3/28/2019,04/02/2019,Morning Consult,2201,42,52
All polls,01/01/2020,3/29/2019,04/01/2019,HarrisX,3007,45,55
All polls,01/01/2020,3/28/2019,04/03/2019,Ipsos,2716,42.1,53
All polls,01/01/2020,3/30/2019,3/31/2019,YouGov,1000,44,50
All polls,01/01/2020,3/15/2019,4/15/2019,USC Dornsife/LA Times,5165,34,52
All polls,01/01/2020,3/31/2019,04/01/2019,YouGov,1000,42,50
All polls,01/01/2020,3/30/2019,04/02/2019,HarrisX,3005,45,55
All polls,01/01/2020,3/31/2019,04/02/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,48
All polls,01/01/2020,3/29/2019,04/04/2019,Ipsos,2291,42.1,52.6
All polls,01/01/2020,3/31/2019,04/02/2019,YouGov,1500,42,50
All polls,01/01/2020,04/01/2019,04/02/2019,HarrisX,1000,46,54
All polls,01/01/2020,04/01/2019,04/03/2019,YouGov,1000,44,50
All polls,01/01/2020,3/28/2019,04/06/2019,IBD/TIPP,902,41,52
All polls,01/01/2020,3/31/2019,04/03/2019,HarrisX,3005,46,54
All polls,01/01/2020,3/30/2019,04/05/2019,Ipsos,2017,41.1,53.9
All polls,01/01/2020,3/31/2019,04/04/2019,Georgetown University/Battleground,1000,43,52
All polls,01/01/2020,04/01/2019,04/03/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,3/31/2019,04/06/2019,Ipsos,2086,40.5,55.1
All polls,01/01/2020,04/02/2019,04/03/2019,YouGov,1000,43,50
All polls,01/01/2020,04/01/2019,04/04/2019,HarrisX,3007,45,55
All polls,01/01/2020,04/02/2019,04/04/2019,Rasmussen Reports/Pulse Opinion Research,1500,51,47
All polls,01/01/2020,04/02/2019,04/05/2019,HarrisX,3000,45,55
All polls,01/01/2020,04/01/2019,04/07/2019,Global Strategy Group/GBAO,1212,39,58
All polls,01/01/2020,04/01/2019,04/07/2019,Ipsos,2054,40.2,54.8
All polls,01/01/2020,04/03/2019,04/05/2019,YouGov,1000,43,51
All polls,01/01/2020,04/01/2019,04/07/2019,SurveyMonkey,9716,46,52
All polls,01/01/2020,04/03/2019,04/06/2019,HarrisX,3000,47,53
All polls,01/01/2020,04/02/2019,04/08/2019,Ipsos,2317,39.3,55.7
All polls,01/01/2020,04/04/2019,04/05/2019,YouGov,1000,40,54
All polls,01/01/2020,04/01/2019,04/09/2019,Gallup,1012,45,51
All polls,01/01/2020,04/03/2019,04/07/2019,Rasmussen Reports/Pulse Opinion Research,1500,51,47
All polls,01/01/2020,04/03/2019,04/09/2019,Ipsos,2475,38.7,56.3
All polls,01/01/2020,04/04/2019,04/07/2019,Morning Consult,2200,44,51
All polls,01/01/2020,04/05/2019,04/06/2019,YouGov,1000,40,53
All polls,01/01/2020,04/04/2019,04/07/2019,Morning Consult,2200,42,52
All polls,01/01/2020,04/04/2019,04/08/2019,Rasmussen Reports/Pulse Opinion Research,1500,53,45
All polls,01/01/2020,04/05/2019,04/07/2019,Morning Consult,1992,40,56
All polls,01/01/2020,04/04/2019,04/07/2019,HarrisX,3000,47,53
All polls,01/01/2020,04/06/2019,04/07/2019,YouGov,1000,40,55
All polls,01/01/2020,04/05/2019,04/08/2019,HarrisX,3000,46,54
All polls,01/01/2020,04/07/2019,04/08/2019,YouGov,1000,43,51
All polls,01/01/2020,04/07/2019,04/09/2019,Rasmussen Reports/Pulse Opinion Research,1500,51,47
All polls,01/01/2020,04/06/2019,04/09/2019,HarrisX,3001,44,56
All polls,01/01/2020,04/06/2019,04/09/2019,YouGov,1500,39,51
All polls,01/01/2020,04/07/2019,04/10/2019,HarrisX,3002,44,56
All polls,01/01/2020,04/08/2019,04/10/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,49
All polls,01/01/2020,04/08/2019,04/09/2019,YouGov,1000,41,52
All polls,01/01/2020,04/09/2019,04/10/2019,YouGov,1000,41,51
All polls,01/01/2020,04/08/2019,04/11/2019,HarrisX,3003,45,55
All polls,01/01/2020,04/09/2019,04/11/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,04/10/2019,04/11/2019,YouGov,1000,39,52
All polls,01/01/2020,04/09/2019,04/12/2019,HarrisX,3000,46,54
All polls,01/01/2020,04/10/2019,4/13/2019,HarrisX,3000,45,55
All polls,01/01/2020,04/11/2019,04/12/2019,YouGov,1000,40,52
All polls,01/01/2020,04/10/2019,4/14/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,49
All polls,01/01/2020,04/11/2019,4/13/2019,Morning Consult,2200,42,53
All polls,01/01/2020,04/11/2019,4/14/2019,AP-NORC,1108,39,60
All polls,01/01/2020,04/11/2019,4/15/2019,Rasmussen Reports/Pulse Opinion Research,1500,52,48
All polls,01/01/2020,04/12/2019,4/13/2019,YouGov,1000,42,52
All polls,01/01/2020,04/11/2019,4/15/2019,Morning Consult,2205,42,52
All polls,01/01/2020,04/11/2019,4/14/2019,Emerson College,914,42.9,49.1
All polls,01/01/2020,04/12/2019,4/14/2019,Morning Consult,1998,44,51
All polls,01/01/2020,04/11/2019,4/14/2019,HarrisX,3000,45,55
All polls,01/01/2020,04/11/2019,4/15/2019,Monmouth University,801,40,54
All polls,01/01/2020,4/13/2019,4/14/2019,YouGov,1000,41,52
All polls,01/01/2020,04/12/2019,4/15/2019,HarrisX,3007,44,56
All polls,01/01/2020,04/11/2019,4/16/2019,Kaiser Family Foundation,1203,41,55
All polls,01/01/2020,4/13/2019,4/16/2019,YouGov,1500,41,50
All polls,01/01/2020,4/14/2019,4/15/2019,YouGov,1000,41,50
All polls,01/01/2020,4/14/2019,4/16/2019,Fox News,1005,45,51
All polls,01/01/2020,4/13/2019,4/16/2019,HarrisX,3006,45,55
All polls,01/01/2020,4/14/2019,4/16/2019,Rasmussen Reports/Pulse Opinion Research,1500,52,48
All polls,01/01/2020,4/15/2019,4/16/2019,Ipsos,1006,40,56
All polls,01/01/2020,04/12/2019,4/19/2019,HarrisX,7016,45,55
All polls,01/01/2020,4/15/2019,4/16/2019,HarrisX,1000,46,54
All polls,01/01/2020,4/14/2019,4/17/2019,HarrisX,3003,46,54
All polls,01/01/2020,4/15/2019,4/16/2019,YouGov,1000,43,51
All polls,01/01/2020,4/15/2019,4/17/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,50
All polls,01/01/2020,4/15/2019,4/18/2019,HarrisX,3005,46,54
All polls,01/01/2020,4/16/2019,4/17/2019,Climate Nexus,1939,45,54
All polls,01/01/2020,4/16/2019,4/17/2019,YouGov,1000,42,50
All polls,01/01/2020,4/16/2019,4/18/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,51
All polls,01/01/2020,4/17/2019,4/18/2019,YouGov,1000,41,51
All polls,01/01/2020,4/16/2019,4/19/2019,HarrisX,3009,46,54
All polls,01/01/2020,4/17/2019,4/20/2019,American Research Group,1100,39,57
All polls,01/01/2020,4/17/2019,4/20/2019,HarrisX,3000,45,55
All polls,01/01/2020,4/17/2019,4/21/2019,Morning Consult,2201,39,55
All polls,01/01/2020,4/17/2019,4/20/2019,Morning Consult,2200,38,57
All polls,01/01/2020,4/18/2019,4/19/2019,HarrisX,1004,47,53
All polls,01/01/2020,4/18/2019,4/19/2019,Ipsos,1005,37,56
All polls,01/01/2020,4/17/2019,4/21/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,4/18/2019,4/19/2019,YouGov,1000,40,51
All polls,01/01/2020,4/17/2019,4/23/2019,Ipsos,4018,40,53
All polls,01/01/2020,4/18/2019,4/22/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,4/19/2019,4/21/2019,Morning Consult,2200,37,57
All polls,01/01/2020,4/19/2019,4/20/2019,YouGov,1000,41,52
All polls,01/01/2020,4/18/2019,4/21/2019,HarrisX,3000,45,55
All polls,01/01/2020,4/19/2019,4/22/2019,HarrisX,3007,45,55
All polls,01/01/2020,4/20/2019,4/21/2019,YouGov,1000,42,50
All polls,01/01/2020,4/21/2019,4/22/2019,YouGov,1000,45,48
All polls,01/01/2020,4/20/2019,4/23/2019,HarrisX,3005,46,54
All polls,01/01/2020,4/21/2019,4/23/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,4/21/2019,4/23/2019,YouGov,1500,42,50
All polls,01/01/2020,4/22/2019,4/23/2019,YouGov,1000,40,52
All polls,01/01/2020,4/21/2019,4/24/2019,HarrisX,3005,45,55
All polls,01/01/2020,4/22/2019,4/23/2019,HarrisX,1001,45,55
All polls,01/01/2020,4/22/2019,4/24/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,48
All polls,01/01/2020,4/19/2019,4/26/2019,HarrisX,7009,45,55
All polls,01/01/2020,4/17/2019,4/30/2019,Gallup,1024,46,50
All polls,01/01/2020,4/22/2019,4/25/2019,ABC News/Washington Post,1001,39,54
All polls,01/01/2020,4/22/2019,4/25/2019,HarrisX,3002,44,56
All polls,01/01/2020,4/23/2019,4/25/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,4/23/2019,4/24/2019,Morning Consult,2201,40,55
All polls,01/01/2020,4/23/2019,4/24/2019,YouGov,1000,43,50
All polls,01/01/2020,4/24/2019,4/25/2019,YouGov,1000,39,53
All polls,01/01/2020,4/23/2019,4/27/2019,Hart Research Associates,1205,44,56
All polls,01/01/2020,4/23/2019,4/26/2019,HarrisX,3001,45,55
All polls,01/01/2020,4/24/2019,4/28/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,49
All polls,01/01/2020,4/24/2019,4/27/2019,HarrisX,3000,44,56
All polls,01/01/2020,4/22/2019,4/29/2019,Saint Leo University,1000,41.8,55.1
All polls,01/01/2020,4/25/2019,4/27/2019,Morning Consult,2201,41,53
All polls,01/01/2020,4/25/2019,4/26/2019,YouGov,1000,42,52
All polls,01/01/2020,4/23/2019,4/28/2019,Kaiser Family Foundation,1200,43,51
All polls,01/01/2020,4/26/2019,4/27/2019,YouGov,1000,40,51
All polls,01/01/2020,4/24/2019,4/29/2019,Marist College,1017,41,53
All polls,01/01/2020,4/25/2019,4/28/2019,CNN/SSRS,1007,43,52
All polls,01/01/2020,4/25/2019,4/29/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,4/25/2019,4/28/2019,HarrisX,3000,45,55
All polls,01/01/2020,4/26/2019,4/29/2019,Quinnipiac University,1044,41,55
All polls,01/01/2020,4/26/2019,4/29/2019,HarrisX,3005,45,55
All polls,01/01/2020,4/27/2019,4/29/2019,YouGov,1000,45,49
All polls,01/01/2020,4/28/2019,4/30/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,48
All polls,01/01/2020,4/28/2019,4/29/2019,Morning Consult,2200,39,54
All polls,01/01/2020,4/28/2019,4/30/2019,YouGov,1000,41,52
All polls,01/01/2020,4/27/2019,4/30/2019,HarrisX,3005,46,54
All polls,01/01/2020,4/27/2019,4/30/2019,YouGov,1500,42,50
All polls,01/01/2020,4/29/2019,4/30/2019,YouGov,1000,43,52
All polls,01/01/2020,4/29/2019,4/30/2019,HarrisX,1001,46,54
All polls,01/01/2020,4/29/2019,4/30/2019,Ipsos,1004,39,56
All polls,01/01/2020,4/26/2019,05/03/2019,HarrisX,7010,46,54
All polls,01/01/2020,4/28/2019,05/01/2019,HarrisX,3003,46,54
All polls,01/01/2020,4/29/2019,05/01/2019,Rasmussen Reports/Pulse Opinion Research,1500,51,47
All polls,01/01/2020,4/28/2019,05/01/2019,NBC News/Wall Street Journal,900,46,51
All polls,01/01/2020,4/29/2019,05/02/2019,HarrisX,3004,46,54
All polls,01/01/2020,4/26/2019,05/05/2019,IBD/TIPP,900,43,50
All polls,01/01/2020,4/30/2019,05/02/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,47
All polls,01/01/2020,4/30/2019,05/01/2019,Harris Poll,1536,46,54
All polls,01/01/2020,4/30/2019,05/01/2019,YouGov,1000,40,54
All polls,01/01/2020,05/01/2019,05/01/2019,Public Policy Polling,658,41,56
All polls,01/01/2020,05/01/2019,05/02/2019,YouGov,1000,41,53
All polls,01/01/2020,4/30/2019,05/03/2019,HarrisX,3004,47,53
All polls,01/01/2020,05/02/2019,05/03/2019,YouGov,1000,40,51
All polls,01/01/2020,05/01/2019,05/05/2019,Morning Consult,2200,43,51
All polls,01/01/2020,05/01/2019,05/05/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,48
All polls,01/01/2020,05/01/2019,05/04/2019,HarrisX,3000,47,53
All polls,01/01/2020,05/03/2019,05/04/2019,YouGov,1000,42,49
All polls,01/01/2020,05/02/2019,05/05/2019,Morning Consult,2200,40,54
All polls,01/01/2020,05/03/2019,05/05/2019,Morning Consult,2200,40,54
All polls,01/01/2020,05/02/2019,05/05/2019,HarrisX,3000,47,53
All polls,01/01/2020,05/02/2019,05/06/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,05/02/2019,05/06/2019,Morning Consult,2200,43,51
All polls,01/01/2020,05/02/2019,05/06/2019,Global Strategy Group/GBAO,1123,41,55
All polls,01/01/2020,05/03/2019,05/06/2019,Morning Consult,1990,43,52
All polls,01/01/2020,05/03/2019,05/06/2019,HarrisX,3002,47,53
All polls,01/01/2020,05/04/2019,05/05/2019,YouGov,1000,44,52
All polls,01/01/2020,05/02/2019,05/09/2019,Zogby Analytics,1003,48,48
All polls,01/01/2020,05/05/2019,05/06/2019,YouGov,1000,41,53
All polls,01/01/2020,05/05/2019,05/07/2019,YouGov,1500,42,48
All polls,01/01/2020,05/05/2019,05/07/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,4/29/2019,5/13/2019,Pew Research Center,10170,40,59
All polls,01/01/2020,05/04/2019,05/07/2019,HarrisX,3002,47,53
All polls,01/01/2020,05/06/2019,05/07/2019,YouGov,1000,42,52
All polls,01/01/2020,05/01/2019,05/12/2019,Gallup,1009,42,52
All polls,01/01/2020,05/03/2019,05/10/2019,HarrisX,7007,46,54
All polls,01/01/2020,05/06/2019,05/08/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,05/06/2019,05/07/2019,Ipsos,1006,39,55
All polls,01/01/2020,05/05/2019,05/08/2019,HarrisX,3004,47,53
All polls,01/01/2020,05/06/2019,05/09/2019,HarrisX,3005,47,53
All polls,01/01/2020,05/07/2019,05/08/2019,YouGov,1000,40,52
All polls,01/01/2020,05/07/2019,05/09/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,05/08/2019,05/09/2019,YouGov,1000,41,52
All polls,01/01/2020,05/07/2019,05/10/2019,HarrisX,3003,46,54
All polls,01/01/2020,05/06/2019,05/12/2019,SurveyMonkey,2574,44,53
All polls,01/01/2020,05/07/2019,05/11/2019,McLaughlin & Associates,1000,47,51
All polls,01/01/2020,05/08/2019,05/11/2019,HarrisX,3000,44,56
All polls,01/01/2020,05/09/2019,05/10/2019,YouGov,1000,42,51
All polls,01/01/2020,05/09/2019,05/11/2019,Morning Consult,2201,39,55
All polls,01/01/2020,05/08/2019,05/12/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,49
All polls,01/01/2020,05/10/2019,05/12/2019,YouGov,1000,41,53
All polls,01/01/2020,05/09/2019,5/13/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,05/10/2019,05/11/2019,HarrisX,1000,44,56
All polls,01/01/2020,05/10/2019,05/12/2019,Morning Consult,2200,38,55
All polls,01/01/2020,05/09/2019,05/12/2019,HarrisX,3000,44,56
All polls,01/01/2020,05/10/2019,05/12/2019,Morning Consult,1995,41,56
All polls,01/01/2020,05/10/2019,5/14/2019,Ipsos,2010,39,55
All polls,01/01/2020,05/10/2019,5/13/2019,HarrisX,3001,45,55
All polls,01/01/2020,05/10/2019,5/13/2019,Emerson College,1006,42.7,49.1
All polls,01/01/2020,05/11/2019,05/12/2019,YouGov,1000,43,51
All polls,01/01/2020,05/12/2019,5/13/2019,YouGov,1000,41,52
All polls,01/01/2020,05/11/2019,5/14/2019,Fox News,1008,46,53
All polls,01/01/2020,05/11/2019,5/14/2019,HarrisX,3001,46,54
All polls,01/01/2020,05/12/2019,5/14/2019,YouGov,1500,39,50
All polls,01/01/2020,05/12/2019,5/14/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,5/13/2019,5/14/2019,YouGov,1000,45,50
All polls,01/01/2020,05/12/2019,5/15/2019,HarrisX,3002,46,54
All polls,01/01/2020,05/10/2019,5/17/2019,HarrisX,7006,46,54
All polls,01/01/2020,5/13/2019,5/15/2019,Rasmussen Reports/Pulse Opinion Research,1500,45,53
All polls,01/01/2020,5/14/2019,5/15/2019,YouGov,1000,39,54
All polls,01/01/2020,5/13/2019,5/16/2019,HarrisX,3003,46,54
All polls,01/01/2020,5/14/2019,5/16/2019,Rasmussen Reports/Pulse Opinion Research,1500,45,53
All polls,01/01/2020,5/15/2019,5/16/2019,YouGov,1000,42,52
All polls,01/01/2020,5/14/2019,5/17/2019,HarrisX,3004,46,54
All polls,01/01/2020,5/16/2019,5/17/2019,YouGov,1000,40,52
All polls,01/01/2020,5/15/2019,5/19/2019,Rasmussen Reports/Pulse Opinion Research,1500,44,54
All polls,01/01/2020,5/15/2019,5/18/2019,HarrisX,3000,45,55
All polls,01/01/2020,5/17/2019,5/19/2019,Morning Consult,1995,42,56
All polls,01/01/2020,5/16/2019,5/20/2019,Quinnipiac University,1078,38,57
All polls,01/01/2020,5/17/2019,5/19/2019,Morning Consult,2201,37,58
All polls,01/01/2020,5/17/2019,5/18/2019,YouGov,1000,42,52
All polls,01/01/2020,5/16/2019,5/19/2019,HarrisX,3000,44,56
All polls,01/01/2020,5/16/2019,5/20/2019,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,5/16/2019,5/20/2019,Monmouth University,802,40,52
All polls,01/01/2020,5/17/2019,5/20/2019,AP-NORC,1137,38,61
All polls,01/01/2020,5/17/2019,5/20/2019,CBS News,1101,41,52
All polls,01/01/2020,5/17/2019,5/20/2019,HarrisX,3035,45,55
All polls,01/01/2020,5/17/2019,5/20/2019,American Research Group,1100,40,56
All polls,01/01/2020,5/18/2019,5/20/2019,YouGov,1000,40,55
All polls,01/01/2020,5/17/2019,5/20/2019,Ipsos,1007,41,56
All polls,01/01/2020,5/18/2019,5/21/2019,YouGov,1500,41,51
All polls,01/01/2020,5/18/2019,5/21/2019,HarrisX,3005,46,54
All polls,01/01/2020,5/19/2019,5/20/2019,YouGov,1000,42,53
All polls,01/01/2020,5/19/2019,5/21/2019,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,5/20/2019,5/22/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,5/17/2019,5/24/2019,HarrisX,7036,46,54
All polls,01/01/2020,5/20/2019,5/21/2019,YouGov,1000,40,54
All polls,01/01/2020,5/20/2019,5/22/2019,Morning Consult,2201,42,53
All polls,01/01/2020,5/19/2019,5/22/2019,HarrisX,3003,48,52
All polls,01/01/2020,5/21/2019,5/22/2019,YouGov,1000,40,53
All polls,01/01/2020,5/21/2019,5/23/2019,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,5/20/2019,5/23/2019,HarrisX,3001,48,52
All polls,01/01/2020,5/21/2019,5/24/2019,HarrisX,3001,46,54
All polls,01/01/2020,5/22/2019,5/23/2019,Cygnal,1019,39.1,52.7
All polls,01/01/2020,5/15/2019,5/30/2019,Gallup,1017,40,55
All polls,01/01/2020,5/22/2019,5/23/2019,YouGov,1000,42,51
